Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Shen,644,France,Male,40,8,93183.19,1,Yes,No,50-75K,No
McGregor,586,France,Male,58,7,151933.63,1,Yes,No,50-75K,Yes
Nnamdi,500,Germany,Male,30,2,125495.64,2,Yes,Yes,50-75K,No
Castiglione,583,France,Female,42,7,0.0,2,Yes,No,50-75K,No
Bergamaschi,595,Germany,Female,26,8,118547.72,1,Yes,Yes,50-75K,No
Allingham,670,Spain,Male,43,1,97792.21,1,No,No,50-75K,No
Stelzer,610,France,Male,41,6,0.0,3,No,No,50-75K,Yes
Rubin,814,Spain,Female,72,2,0.0,2,No,Yes,50-75K,No
Ho,660,France,Female,40,8,167181.01,1,Yes,Yes,50-75K,No
Watson,580,Germany,Male,35,9,121355.19,1,No,Yes,20-50K,No
Perry,850,France,Female,81,1,0.0,2,Yes,Yes,50-75K,No
Sun,676,Spain,Male,35,0,0.0,2,No,No,50-75K,No
Harrell,578,France,Male,46,5,113226.47,1,Yes,No,50-75K,No
Robson,579,France,Female,33,1,118392.75,1,Yes,Yes,50-75K,No
Wilson,711,Germany,Female,52,8,145262.54,1,No,Yes,50-75K,No
Kelechi,692,France,Male,40,6,163505.16,1,No,No,50-75K,No
Bates,760,Spain,Female,33,1,118114.28,2,No,Yes,50-75K,No
Eberegbulam,630,Germany,Female,51,0,108449.23,3,No,No,50-75K,Yes
Olisaemeka,808,France,Male,32,1,0.0,2,Yes,Yes,20-50K,No
Davey,611,Germany,Female,36,10,103294.56,1,Yes,No,50-75K,No
De Luca,697,France,Female,42,1,0.0,1,Yes,No,0-20K,Yes
Ho,655,France,Female,38,6,0.0,1,Yes,Yes,50-75K,No
Vasiliev,601,Spain,Male,28,6,0.0,2,Yes,No,0-20K,No
Smith,755,France,Male,42,2,119919.12,1,Yes,No,50-75K,No
Sung,553,France,Male,37,1,0.0,1,Yes,No,20-50K,No
White,723,France,Male,28,4,0.0,2,Yes,Yes,50-75K,No
Wang,507,Spain,Female,34,4,0.0,2,Yes,Yes,50-75K,No
Davide,777,France,Male,43,1,0.0,2,Yes,No,20-50K,No
Nnamdi,566,France,Male,34,3,0.0,1,No,No,50-75K,No
Welsh,732,France,Male,26,7,0.0,2,Yes,No,50-75K,No
Sousa,697,France,Female,42,10,0.0,2,Yes,No,50-75K,No
Andrews,555,France,Male,29,4,128744.04,1,Yes,Yes,20-50K,No
Chiawuotu,584,Germany,Female,62,9,137727.34,2,No,Yes,50-75K,No
Thomson,705,Germany,Female,44,10,106731.58,1,Yes,No,50-75K,Yes
Carpenter,688,France,Female,38,7,123544.21,1,Yes,Yes,50-75K,No
Yefimova,626,France,Female,37,2,133968.96,2,Yes,No,50-75K,No
Ma,636,Spain,Male,76,9,126534.6,1,Yes,Yes,20-50K,No
Black,719,Spain,Female,35,8,0.0,1,Yes,Yes,50-75K,No
Obijiaku,706,Spain,Male,30,6,87609.68,2,No,No,50-75K,Yes
King,731,Spain,Male,41,3,0.0,2,Yes,No,50-75K,No
Miller,738,Spain,Male,49,3,0.0,3,Yes,Yes,50-75K,Yes
Chin,426,France,Male,34,9,0.0,2,Yes,No,50-75K,No
Cox,622,Spain,Female,36,0,108960.0,2,Yes,No,50-75K,Yes
Wallace,701,Spain,Female,30,2,0.0,2,Yes,No,50-75K,No
Price,512,France,Male,51,6,144953.31,1,Yes,Yes,50-75K,No
Yuan,635,France,Male,41,4,103544.88,2,Yes,No,50-75K,No
Mullen,685,France,Male,33,6,0.0,1,Yes,No,50-75K,No
Howell,609,France,Male,53,7,0.0,2,No,Yes,50-75K,No
McIntosh,598,Germany,Male,38,1,101487.18,1,Yes,Yes,50-75K,Yes
Clifton,708,France,Male,52,10,105355.81,1,Yes,No,0-20K,Yes
Okwuoma,574,Spain,Male,36,4,77967.5,1,Yes,No,50-75K,Yes
Chidiebere,629,France,Male,44,5,0.0,4,No,No,50-75K,Yes
Fan,422,Spain,Female,54,4,0.0,2,Yes,Yes,0-20K,No
Onyemauchechukwu,656,Spain,Male,28,8,120047.77,1,Yes,Yes,50-75K,No
Harker,697,France,Male,32,7,175464.85,3,Yes,No,50-75K,Yes
Bolton,718,France,Male,52,8,79475.3,3,Yes,Yes,20-50K,Yes
Lazarev,586,Germany,Male,37,8,167735.69,2,No,Yes,50-75K,No
Alexeyeva,481,Spain,Female,37,8,0.0,2,Yes,No,20-50K,No
Stevens,749,France,Female,33,1,74385.98,1,Yes,No,20-50K,No
Glover,561,Germany,Male,49,5,94754.0,1,Yes,Yes,20-50K,No
Ibekwe,676,Spain,Male,27,4,0.0,1,No,Yes,50-75K,No
Paterson,615,Germany,Male,43,3,86920.86,1,Yes,Yes,50-75K,No
Marsh,582,France,Female,39,1,132077.48,2,Yes,No,50-75K,No
Reeves,601,France,Male,40,10,127847.86,1,No,No,50-75K,No
Rees,708,France,Male,34,3,0.0,1,No,Yes,50-75K,Yes
Hanson,708,Germany,Male,42,9,176702.36,2,Yes,Yes,50-75K,No
Onwughara,797,Germany,Female,33,10,83555.58,1,No,No,50-75K,No
Odinakachukwu,682,France,Male,26,8,0.0,2,Yes,No,50-75K,No
Huang,694,Spain,Female,39,9,0.0,2,No,No,50-75K,No
Trevisani,490,France,Female,40,1,0.0,1,Yes,Yes,20-50K,Yes
Dale,828,Spain,Male,42,10,0.0,1,Yes,Yes,50-75K,No
Pavlova,594,Spain,Female,38,7,96858.35,1,Yes,No,50-75K,No
Meng,579,Spain,Male,33,1,0.0,2,Yes,Yes,50-75K,No
Dean,723,France,Female,35,0,0.0,2,No,Yes,50-75K,No
Chiganu,619,Germany,Female,42,8,132796.04,3,Yes,Yes,50-75K,Yes
Lung,794,Spain,Female,30,1,154970.54,1,No,Yes,50-75K,No
Donaldson,674,Germany,Male,44,3,88902.21,1,Yes,No,50-75K,No
Li Fonti,418,France,Male,28,7,98738.92,1,Yes,No,50-75K,No
Izmailova,502,France,Male,33,8,0.0,2,Yes,Yes,50-75K,No
Walker,678,France,Female,50,6,0.0,1,Yes,No,0-20K,No
Nnonso,599,Germany,Male,40,10,137456.28,2,Yes,Yes,0-20K,No
Stevenson,736,France,Male,29,4,0.0,2,No,No,50-75K,No
Schnaars,430,France,Female,60,7,73937.02,1,Yes,No,50-75K,Yes
Geoghegan,537,France,Female,45,7,158621.04,1,Yes,No,50-75K,Yes
Ilyina,683,Spain,Male,30,1,113257.2,1,Yes,Yes,50-75K,No
Muir,828,France,Male,31,9,0.0,1,No,Yes,50-75K,No
Gardener,691,France,Female,29,9,116536.43,1,Yes,No,50-75K,No
Chidi,608,Spain,Female,28,4,0.0,2,Yes,No,0-20K,Yes
Fu,691,France,Female,60,6,101070.69,1,Yes,No,50-75K,Yes
Sun,718,Spain,Male,39,6,0.0,2,No,Yes,50-75K,No
Ting,680,Germany,Female,31,3,127331.46,3,Yes,Yes,50-75K,No
Ashton,838,Spain,Female,41,5,0.0,2,Yes,No,50-75K,No
Uwakwe,695,Spain,Female,31,5,0.0,2,No,Yes,0-20K,No
Vassiliev,681,France,Male,46,0,105969.42,1,Yes,No,0-20K,No
Kazakova,762,France,Male,36,5,119547.46,1,Yes,Yes,20-50K,No
Perry,751,Spain,Male,38,7,0.0,2,No,No,50-75K,No
Howell,678,Spain,Male,28,5,138668.18,1,Yes,Yes,50-75K,No
Ricci,634,France,Female,37,7,51582.5,2,Yes,Yes,50-75K,No
Smith,749,France,Male,37,7,0.0,2,Yes,No,20-50K,No
Rossi,590,Spain,Male,37,6,169902.92,1,Yes,Yes,50-75K,No
Jones,610,France,Female,27,4,87262.4,2,Yes,No,50-75K,No
Quezada,502,France,Male,33,7,0.0,2,No,Yes,0-20K,No
McCulloch,578,France,Female,40,7,0.0,2,No,No,50-75K,No
Tobeolisa,547,France,Female,32,2,0.0,2,Yes,No,50-75K,No
Black,579,France,Female,27,9,0.0,2,Yes,No,50-75K,No
Fraser,661,France,Male,39,5,0.0,2,No,No,50-75K,No
Green,794,France,Male,46,6,0.0,2,Yes,No,50-75K,No
Allan,719,France,Male,61,5,0.0,2,No,Yes,20-50K,No
Akudinobi,728,France,Female,69,1,0.0,2,Yes,Yes,50-75K,No
Walker,598,Germany,Male,19,3,150348.37,1,Yes,Yes,50-75K,No
Olisaemeka,822,Germany,Female,46,3,115074.02,2,Yes,No,20-50K,No
Arcuri,670,Spain,Female,40,3,0.0,1,Yes,Yes,50-75K,No
Liu,850,France,Male,28,8,99986.98,1,Yes,No,50-75K,No
Flemming,723,Germany,Female,68,3,110357.0,1,No,No,50-75K,Yes
Bischof,705,Germany,Male,42,8,166685.92,2,Yes,Yes,50-75K,No
John,677,Spain,Male,40,7,95312.8,1,Yes,Yes,50-75K,No
Sinnett,736,France,Male,43,4,202443.47,1,Yes,No,50-75K,No
Ts'ui,661,Germany,Female,47,0,109493.62,1,No,No,50-75K,Yes
Pokrovsky,501,Germany,Male,38,9,88977.39,2,No,Yes,50-75K,No
Azarov,516,France,Female,29,2,104982.57,1,Yes,No,50-75K,No
McCarthy,517,Germany,Female,59,8,154110.99,2,Yes,No,50-75K,Yes
Simpson,766,France,Male,32,6,185714.28,1,Yes,Yes,50-75K,No
Stevenson,520,Germany,Female,23,3,116022.53,2,Yes,Yes,20-50K,No
Moore,541,France,Male,46,6,0.0,2,Yes,Yes,50-75K,No
Chill,790,Germany,Female,34,2,164011.48,1,Yes,No,50-75K,No
Moore,797,France,Male,31,9,0.0,2,Yes,Yes,20-50K,No
Su,811,France,Male,40,1,101514.89,1,Yes,Yes,50-75K,No
Rees,722,Spain,Female,32,4,0.0,2,Yes,Yes,50-75K,No
Lung,675,France,Male,28,9,0.0,1,Yes,No,50-75K,No
Thomas,660,Germany,Male,39,9,134599.33,2,Yes,No,50-75K,No
Fuller,566,Spain,Male,32,10,147511.26,1,Yes,Yes,50-75K,No
Trevisani,768,France,Male,25,0,78396.08,1,Yes,Yes,0-20K,No
Dumolo,610,Spain,Female,31,5,0.0,2,No,No,50-75K,No
Wu,715,France,Female,31,3,110581.29,1,Yes,Yes,50-75K,No
Kerr,750,Germany,Male,42,8,151836.36,2,Yes,No,50-75K,No
Geoghegan,431,Germany,Male,45,5,83624.55,2,No,No,20-50K,No
Bailey,704,France,Male,24,2,148197.15,2,Yes,No,50-75K,No
Hsia,535,Spain,Female,30,5,122924.75,1,No,No,50-75K,Yes
Holden,614,France,Female,38,4,72594.0,1,Yes,Yes,50-75K,No
Milani,748,France,Male,38,4,115221.36,1,No,Yes,50-75K,No
Jamieson,492,Germany,Male,51,8,117808.74,2,Yes,Yes,50-75K,No
Ndubueze,573,France,Male,40,7,147754.68,1,Yes,Yes,50-75K,No
Abramova,706,Spain,Female,53,3,0.0,3,No,No,50-75K,Yes
Wetherspoon,680,France,Male,31,10,113292.17,1,Yes,Yes,50-75K,No
Middleton,458,Spain,Male,36,5,0.0,2,Yes,No,50-75K,No
Arcuri,612,Germany,Male,44,2,115163.38,1,Yes,Yes,50-75K,Yes
Calabrese,809,Germany,Male,50,10,118098.62,1,Yes,Yes,50-75K,Yes
Hampton,590,France,Male,39,9,0.0,2,Yes,Yes,50-75K,No
Clayton,602,France,Male,35,8,0.0,1,Yes,Yes,20-50K,No
Otutodilichukwu,540,Spain,Male,37,0,120825.7,1,Yes,No,20-50K,No
Chukwuemeka,494,France,Male,25,6,0.0,2,No,Yes,50-75K,No
Douglas,797,France,Male,29,1,0.0,1,No,Yes,50-75K,No
Galloway,526,Germany,Male,61,6,133845.28,2,Yes,Yes,20-50K,No
Sochima,631,Spain,Male,38,7,0.0,2,Yes,No,50-75K,No
Wilkins,576,France,Female,29,5,108541.04,1,Yes,Yes,50-75K,No
Rice,405,France,Male,39,10,0.0,1,Yes,No,50-75K,Yes
Pope,555,France,Male,30,1,0.0,2,No,No,50-75K,No
Romani,750,Spain,Female,37,2,113817.06,1,No,No,50-75K,No
Ch'ang,665,France,Male,28,8,137300.23,1,Yes,No,50-75K,No
Chizuoke,640,Spain,Male,37,5,158024.38,1,Yes,No,50-75K,No
Ireland,457,France,Female,33,7,127837.54,1,No,Yes,50-75K,No
Finch,695,France,Male,36,4,161533.0,1,Yes,No,50-75K,No
Meng,645,France,Male,31,7,161171.7,2,Yes,No,0-20K,Yes
Hibbins,647,Spain,Male,32,9,80958.36,1,Yes,Yes,50-75K,No
Chung,808,Spain,Male,25,7,0.0,2,No,Yes,20-50K,No
Black,641,France,Male,33,2,146193.6,2,Yes,Yes,50-75K,Yes
Balashov,700,Spain,Male,29,8,0.0,2,No,Yes,50-75K,No
Palmer,660,Germany,Male,26,4,115021.76,1,No,Yes,50-75K,No
Lea,615,Spain,Male,41,1,126773.43,1,Yes,Yes,50-75K,No
Singleton,705,Germany,Female,40,3,92889.91,1,Yes,Yes,50-75K,No
Burt,718,France,Male,48,9,0.0,2,Yes,Yes,50-75K,No
Siciliano,754,France,Male,61,5,146622.35,1,Yes,Yes,20-50K,Yes
Sun,713,Germany,Male,45,4,131038.14,1,Yes,No,50-75K,Yes
Sauve,587,France,Female,46,6,88820.29,1,No,No,50-75K,No
Thompson,569,Spain,Male,31,1,115406.97,1,No,No,50-75K,No
Boni,568,France,Female,38,3,132951.92,1,No,Yes,50-75K,No
Wood,634,Germany,Male,74,5,108891.7,1,Yes,No,0-20K,No
Buccho,770,Germany,Female,46,5,141788.63,2,No,No,50-75K,No
Spencer,676,Spain,Female,64,4,116954.32,1,Yes,Yes,50-75K,No
Eidson,723,Germany,Female,47,10,90450.0,2,No,No,50-75K,Yes
Hung,614,Germany,Female,39,8,125997.22,1,Yes,Yes,50-75K,Yes
Melvin,601,Spain,Female,41,3,0.0,2,Yes,No,50-75K,No
Dawkins,592,France,Male,60,9,0.0,4,Yes,Yes,0-20K,Yes
Rizzo,605,Spain,Female,36,9,0.0,2,No,Yes,20-50K,No
Capon,752,Spain,Female,31,4,144637.86,2,Yes,No,20-50K,No
Ts'ao,677,France,Female,29,3,86616.35,1,No,No,50-75K,Yes
Johnstone,850,France,Male,31,8,0.0,2,Yes,No,50-75K,No
Fleming,608,Germany,Female,48,2,127924.25,2,Yes,No,20-50K,No
Chang,786,Spain,Female,34,9,0.0,2,Yes,No,50-75K,No
Gibbs,777,France,Female,29,9,131240.61,1,Yes,Yes,50-75K,Yes
Rita,667,Spain,Male,31,5,0.0,2,Yes,Yes,20-50K,No
Munro,848,Spain,Male,35,5,120046.74,2,Yes,No,50-75K,No
Duncan,486,France,Female,39,8,97819.36,1,No,Yes,50-75K,No
Okwuadigbo,598,Spain,Female,64,1,62979.93,1,Yes,Yes,50-75K,No
McIntosh,506,France,Female,40,3,0.0,1,Yes,Yes,50-75K,No
Ch'iu,612,Germany,Male,46,9,161450.03,1,Yes,Yes,50-75K,Yes
Watt,545,France,Male,30,3,0.0,2,Yes,No,50-75K,No
Udinese,793,France,Male,56,8,119496.25,2,Yes,No,20-50K,No
Clark,682,France,Female,30,9,0.0,2,Yes,Yes,50-75K,No
Hsia,517,France,Male,62,1,43772.66,3,Yes,No,50-75K,Yes
Obiuto,684,France,Male,32,9,100249.41,2,No,Yes,50-75K,No
T'ien,692,Spain,Male,46,2,0.0,2,Yes,Yes,50-75K,No
McKenzie,740,France,Female,60,5,108028.08,2,No,No,20-50K,Yes
Tang,666,Germany,Male,71,1,53013.29,2,Yes,Yes,50-75K,No
Tu,693,France,Male,68,2,0.0,2,Yes,Yes,50-75K,No
Tsui,757,Germany,Male,33,1,122088.67,1,Yes,No,20-50K,No
Lynch,684,Germany,Male,18,9,90544.0,1,No,Yes,0-20K,No
Hung,691,Spain,Male,35,6,0.0,2,No,Yes,50-75K,No
Oluchukwu,842,France,Male,44,3,141252.18,4,No,Yes,50-75K,Yes
Tuan,482,France,Female,35,5,147813.05,2,No,No,50-75K,No
Lewis,735,France,Male,55,6,134140.68,1,Yes,No,0-20K,No
Chidiebere,681,France,Female,63,7,0.0,2,Yes,Yes,50-75K,No
Woolacott,616,France,Female,31,8,0.0,1,No,Yes,50-75K,No
Yen,850,France,Female,35,2,128548.49,4,Yes,No,50-75K,Yes
Service,635,France,Male,43,10,122198.21,2,No,Yes,50-75K,No
Lin,638,Germany,Male,42,8,145177.84,1,Yes,No,50-75K,Yes
Chuang,820,Spain,Female,31,2,94222.53,1,Yes,No,50-75K,No
Akhtar,694,Germany,Female,58,1,143212.22,1,No,No,50-75K,Yes
Faulkner,713,France,Male,41,3,0.0,2,Yes,No,50-75K,No
Liang,543,Germany,Male,41,6,143350.41,1,Yes,Yes,50-75K,Yes
Dancy,649,France,Female,41,3,130931.83,1,Yes,Yes,50-75K,No
Duigan,777,France,Female,30,4,137851.31,1,Yes,No,0-20K,Yes
McLean,561,France,Male,33,6,0.0,2,No,No,50-75K,No
Zuyeva,724,Spain,Male,41,5,0.0,1,No,Yes,50-75K,No
Hankinson,665,Spain,Female,51,8,0.0,1,Yes,Yes,20-50K,Yes
Wei,441,France,Male,60,1,140614.15,1,No,Yes,50-75K,No
Afamefula,579,Spain,Male,22,3,118680.57,1,Yes,Yes,20-50K,No
Chiang,777,Germany,Male,35,7,122917.69,1,Yes,Yes,50-75K,No
Myers,739,France,Female,36,0,0.0,2,No,No,50-75K,No
Chinedum,660,France,Male,40,5,131754.11,2,Yes,Yes,20-50K,No
Ukaegbunam,554,France,Female,35,8,0.0,2,Yes,Yes,50-75K,No
Akubundu,850,France,Female,24,6,0.0,2,Yes,Yes,0-20K,No
Sal,842,Germany,Female,35,9,119948.09,1,Yes,No,20-50K,Yes
Stevenson,785,France,Female,38,1,0.0,1,Yes,No,50-75K,Yes
Sutherland,550,France,Male,25,0,0.0,2,Yes,Yes,50-75K,No
Ts'ao,750,Spain,Female,39,6,0.0,2,No,No,0-20K,No
Sung,490,Spain,Female,38,3,97266.1,1,Yes,Yes,50-75K,No
Pisani,605,Germany,Male,28,10,113690.83,1,Yes,No,20-50K,No
Hs?eh,563,Spain,Female,42,6,99056.22,2,Yes,No,50-75K,Yes
Sherrod,675,France,Male,34,8,0.0,2,Yes,Yes,50-75K,No
Holloway,621,Spain,Female,36,7,116338.68,1,Yes,Yes,50-75K,No
Newton,850,France,Male,40,6,97339.99,1,No,Yes,50-75K,No
Kang,711,France,Male,41,3,0.0,2,Yes,Yes,50-75K,No
Walton,549,Germany,Female,55,1,137592.31,2,No,Yes,50-75K,Yes
Bradley,764,Germany,Male,34,6,108760.27,2,Yes,No,50-75K,Yes
Watkins,627,Germany,Male,30,3,128770.88,2,Yes,Yes,20-50K,No
Tien,850,France,Female,34,2,0.0,2,No,No,50-75K,No
Davide,614,Spain,Female,36,1,44054.84,1,Yes,Yes,50-75K,No
Milne,685,Germany,Female,44,2,119657.53,1,Yes,No,50-75K,Yes
Barling,683,Germany,Female,49,7,108797.63,2,No,No,50-75K,No
Barnett,643,Spain,Male,35,2,0.0,2,No,No,50-75K,No
Ellis,561,Germany,Female,49,1,102025.32,1,Yes,No,50-75K,Yes
Hsia,601,Spain,Female,20,9,122446.61,2,Yes,No,50-75K,No
Chukwujamuike,766,France,Female,27,7,158786.67,2,No,Yes,20-50K,No
Venables,699,France,Male,29,3,125689.29,1,Yes,Yes,50-75K,No
Hsia,850,Germany,Male,29,1,154640.41,1,Yes,Yes,50-75K,No
Alexander,792,Germany,Female,50,4,146710.76,1,Yes,No,0-20K,Yes
Yuan,636,Germany,Male,67,7,136709.35,1,No,Yes,50-75K,Yes
Johnston,850,Germany,Male,43,5,129305.09,2,No,Yes,0-20K,No
Hobler,628,Spain,Male,40,10,0.0,2,Yes,No,50-75K,No
Jamieson,736,France,Female,63,10,0.0,2,No,Yes,0-20K,No
Macleod,711,France,Female,21,0,82844.33,2,No,Yes,0-20K,No
Norris,583,Spain,Female,22,2,0.0,2,No,Yes,0-20K,No
Pirozzi,757,France,Male,46,0,0.0,2,Yes,No,20-50K,No
Folliero,749,Germany,Female,33,10,76692.22,1,No,Yes,20-50K,No
Russell,705,France,Male,34,7,117715.84,1,Yes,No,0-20K,No
Hsiung,585,France,Male,54,8,87105.32,1,Yes,Yes,50-75K,No
Tate,437,France,Female,43,6,0.0,1,Yes,No,50-75K,Yes
Davis,741,France,Female,64,2,69311.16,1,Yes,Yes,50-75K,No
Bair,738,France,Male,26,9,0.0,2,Yes,Yes,20-50K,No
Drury,586,Spain,Female,33,10,66948.67,2,Yes,Yes,50-75K,No
Padovano,627,France,Female,57,9,0.0,2,Yes,Yes,50-75K,No
Conway,551,Spain,Male,76,2,128410.71,2,Yes,Yes,50-75K,No
Waters,606,Germany,Male,38,3,99897.53,1,No,No,20-50K,No
Kang,674,France,Male,22,3,0.0,1,Yes,Yes,50-75K,No
Martin,584,Germany,Female,31,6,152622.34,1,Yes,No,50-75K,No
Ugochukwutubelum,590,France,Male,40,8,0.0,2,Yes,No,50-75K,No
Burns,585,France,Male,56,4,138227.19,2,Yes,Yes,50-75K,No
Genovese,508,France,Female,25,2,111395.53,1,No,Yes,20-50K,No
Beale,458,Germany,Male,44,7,84386.57,1,Yes,No,50-75K,No
Cherkasova,692,France,Female,36,3,0.0,2,Yes,Yes,0-20K,No
Coles,502,Germany,Male,33,5,174673.65,2,Yes,No,20-50K,No
Potter,518,France,Male,46,3,0.0,2,Yes,No,50-75K,No
McMinn,660,Germany,Male,46,5,109019.65,2,Yes,Yes,20-50K,No
Bergamaschi,698,Germany,Female,52,1,107906.75,1,Yes,No,50-75K,Yes
Chijindum,678,France,Male,54,7,128914.97,1,No,No,50-75K,Yes
Ch'iu,773,Spain,Male,63,9,111179.83,1,Yes,Yes,50-75K,No
Yusupova,619,Germany,Female,52,8,124099.13,1,No,No,20-50K,No
Davis,684,Germany,Male,59,9,122471.09,1,No,Yes,0-20K,No
Iadanza,635,France,Male,34,3,134692.4,2,Yes,Yes,50-75K,No
Jordan,680,France,Female,25,4,123816.5,1,Yes,Yes,50-75K,No
Kruglova,608,Germany,Male,34,3,106288.54,1,Yes,Yes,20-50K,No
Echezonachukwu,603,Germany,Female,55,7,127723.25,2,Yes,No,50-75K,Yes
Hajek,579,Spain,Male,43,2,145843.82,1,Yes,Yes,50-75K,Yes
Welch,756,Germany,Female,34,2,148200.72,1,No,No,50-75K,No
Vinogradoff,611,France,Male,30,2,104145.65,1,No,No,50-75K,No
Hung,532,Germany,Male,24,8,142755.25,1,No,No,20-50K,No
Okwudiliolisa,684,Germany,Female,63,3,81245.79,1,Yes,No,50-75K,Yes
Mays,647,Germany,Female,33,3,168560.46,2,No,No,50-75K,No
Gardner,583,France,Male,38,8,0.0,1,Yes,No,20-50K,No
Mamelu,774,Germany,Male,42,2,132193.94,2,Yes,Yes,50-75K,No
Ross,677,France,Male,58,9,0.0,1,No,Yes,50-75K,No
Barese,542,Germany,Male,25,8,139330.1,1,No,No,50-75K,No
Swayne,613,Spain,Male,29,0,0.0,2,No,Yes,50-75K,No
Phillips,666,France,Male,40,5,0.0,2,Yes,No,50-75K,No
Manfrin,777,France,Female,28,2,134571.5,1,No,Yes,50-75K,No
Tan,581,Germany,Male,50,2,143829.2,2,Yes,No,50-75K,Yes
Adams,705,France,Male,32,7,0.0,2,Yes,No,0-20K,No
Teng,673,France,Female,44,8,133444.97,1,No,Yes,0-20K,No
Chinwendu,594,Germany,Female,23,4,104753.84,2,Yes,No,50-75K,Yes
Davison,648,Germany,Female,51,2,116574.84,1,Yes,No,0-20K,Yes
Hsing,605,France,Male,41,10,0.0,2,No,Yes,50-75K,No
Castro,734,France,Female,40,9,176914.8,1,Yes,Yes,0-20K,No
Parkin,572,France,Female,36,8,68348.18,2,No,Yes,50-75K,No
Manna,595,France,Female,33,9,0.0,2,Yes,Yes,20-50K,No
Fennescey,749,France,Male,42,2,56726.83,2,No,Yes,50-75K,No
Colon,573,Spain,Male,46,3,65269.23,1,No,Yes,50-75K,Yes
Yeh,624,Spain,Male,33,6,66220.17,1,No,Yes,50-75K,No
Bergamaschi,703,France,Male,56,9,0.0,1,No,No,50-75K,Yes
Matveyeva,665,France,Female,41,8,96147.55,1,Yes,No,50-75K,No
Ignatyeva,648,France,Male,42,4,0.0,2,Yes,No,0-20K,No
Lederer,850,Spain,Male,48,2,0.0,1,Yes,No,50-75K,Yes
Nwabugwu,569,Germany,Female,32,8,145330.43,1,Yes,Yes,50-75K,No
Abramowitz,566,France,Female,21,3,0.0,2,Yes,Yes,0-20K,No
Chapman,537,Germany,Female,47,4,124192.28,2,Yes,Yes,50-75K,No
Fiorentino,706,Germany,Female,46,7,111288.18,1,Yes,Yes,50-75K,Yes
Cecil,734,France,Male,43,7,107805.67,1,No,No,50-75K,No
Ikechukwu,586,Germany,Female,36,5,103700.69,1,Yes,No,50-75K,Yes
Allen,612,France,Female,38,1,0.0,2,Yes,Yes,0-20K,No
Kao,648,France,Male,34,0,0.0,1,Yes,Yes,50-75K,No
Hart,557,France,Female,27,3,87739.08,1,Yes,Yes,50-75K,No
Charlton,643,Spain,Female,20,0,133313.34,1,Yes,Yes,0-20K,No
Turnbull,433,France,Female,49,10,0.0,1,Yes,Yes,50-75K,No
Manners,643,Germany,Male,41,7,154902.66,1,Yes,Yes,20-50K,No
Chiazagomekpere,488,France,Female,36,0,0.0,2,Yes,No,50-75K,No
Lavrentyev,758,Germany,Male,68,6,112595.85,1,Yes,No,20-50K,Yes
Wallace,743,Germany,Male,39,3,119695.75,1,No,Yes,20-50K,No
Miller,730,France,Female,47,7,0.0,1,Yes,No,20-50K,Yes
Bazhenov,746,Spain,Male,49,7,0.0,2,No,Yes,0-20K,No
Ifesinachi,666,Germany,Female,59,8,152614.51,2,Yes,Yes,50-75K,No
Ma,580,Germany,Female,33,7,131647.01,2,No,No,50-75K,No
Chu,850,France,Male,27,6,96654.72,2,No,No,50-75K,No
Kerr,563,France,Male,22,3,137583.04,1,No,Yes,0-20K,No
Wynne,766,Germany,Female,28,3,62717.84,2,Yes,Yes,0-20K,No
Moon,659,France,Male,32,9,95377.13,1,No,Yes,50-75K,No
Disher,607,Spain,Male,28,1,135936.1,2,Yes,Yes,50-75K,No
Cattaneo,644,Germany,Male,35,5,161591.11,3,Yes,Yes,50-75K,No
Beluchi,746,France,Male,47,8,142382.03,1,Yes,Yes,50-75K,No
Mazzi,588,Spain,Male,33,2,0.0,2,Yes,Yes,0-20K,No
Ifeajuna,691,Spain,Male,30,9,0.0,2,No,Yes,0-20K,No
Howe,666,France,Female,38,6,127043.09,1,Yes,Yes,0-20K,No
Yocum,640,Spain,Female,46,3,0.0,1,Yes,Yes,50-75K,No
Moore,611,Germany,Female,29,4,78885.88,2,Yes,Yes,20-50K,No
Y?an,651,Spain,Female,45,8,95922.9,1,Yes,No,50-75K,Yes
Chinweuba,529,France,Female,29,8,0.0,2,Yes,No,0-20K,No
Lowrie,676,France,Female,36,3,91711.59,1,Yes,Yes,50-75K,No
Shen,639,Germany,Female,46,10,110031.09,2,Yes,Yes,50-75K,No
Lavarack,782,France,Male,36,5,81210.72,2,No,Yes,50-75K,No
Davide,641,Germany,Male,32,5,122947.92,1,Yes,Yes,50-75K,No
Gomes,697,France,Female,38,1,182065.85,1,Yes,No,20-50K,No
Matveyeva,623,France,Male,45,0,0.0,1,Yes,No,50-75K,Yes
Fiorentino,494,Spain,Female,41,2,69974.66,2,Yes,No,50-75K,Yes
Eberechukwu,731,France,Female,38,10,123711.73,2,Yes,No,50-75K,Yes
Gibney,657,France,Male,44,6,76495.04,1,Yes,No,50-75K,No
Virgo,744,France,Female,38,9,0.0,2,No,No,20-50K,No
Kulikova,774,Spain,Male,46,9,0.0,2,Yes,Yes,20-50K,No
Liu,850,Germany,Female,45,1,121874.89,1,No,No,0-20K,Yes
Kao,551,France,Female,45,6,0.0,2,Yes,Yes,50-75K,No
